county,years,gang_killings,guns_involved,murders,passion_murder,solved,youth_murder,pop,unsolved_percentage,murder_per_100_thousand,percentage_gang_killings,percentage_passion,percentage_other,year_code,county_code,percentage_solved
Napa,1981,0,2,3,0,3,1,99900,0.0,3.0030030030000003,0.0,0.0,100.0,2,40,100.0
Del Norte,1981,0,1,2,1,2,0,18900,0.0,10.58201058,0.0,50.0,50.0,2,41,100.0
Tulare,1981,0,19,33,8,30,10,254000,9.090909091,12.99212598,0.0,24.24242424,75.75757576,2,42,90.9090909090909
Ventura,1981,1,9,26,8,19,11,544900,26.92307692,4.77151771,3.846153846,30.76923077,65.38461538,2,43,73.07692307692307
Alpine,1981,0,0,0,0,0,0,1100,0.0,0.0,0.0,0.0,0.0,2,44,
Yolo,1981,0,4,6,0,3,1,115000,50.0,5.217391304,0.0,0.0,100.0,2,45,50.0
Alameda,1981,1,101,167,53,135,36,1126000,19.16167665,14.8312611,0.598802395,31.73652695,67.66467066,2,46,80.83832335329342
Yuba,1981,0,4,6,2,5,1,49900,16.66666667,12.0240481,0.0,33.33333333,66.66666667,2,47,83.33333333333334
Tuolumne,1981,0,0,0,0,0,0,35300,0.0,0.0,0.0,0.0,0.0,2,48,
Tehama,1981,0,2,3,2,3,0,40200,0.0,7.462686567,0.0,66.66666667,33.33333333,2,49,100.0
Merced,1981,0,2,10,3,8,3,139800,20.0,7.153075822999999,0.0,30.0,70.0,2,50,80.0
Santa Barbara,1981,0,12,19,5,16,4,306100,15.78947368,6.2071218560000005,0.0,26.31578947,73.68421053,2,51,84.21052631578947
San Francisco,1981,2,60,115,28,84,27,686800,26.95652174,16.74432149,1.739130435,24.34782609,73.91304348,2,52,73.04347826086956
San Bernardino,1981,6,85,150,42,111,59,931800,26.0,16.09787508,4.0,28.0,68.0,2,53,74.0
Amador,1981,0,0,0,0,0,0,20100,0.0,0.0,0.0,0.0,0.0,2,54,
Humboldt,1981,0,3,5,1,5,0,110500,0.0,4.524886878,0.0,20.0,80.0,2,55,100.0
Los Angeles,1981,114,879,1363,288,1057,463,7607100,22.45047689,17.91747184,8.363903155,21.129860600000004,70.50623624,2,56,77.54952311078503
Kern,1981,0,47,76,29,62,18,419000,18.42105263,18.13842482,0.0,38.15789474,61.84210526,2,57,81.57894736842105
Santa Clara,1981,6,43,93,25,71,23,1322400,23.65591398,7.032667877000001,6.451612902999999,26.88172043,66.66666667,2,58,76.34408602150538
Placer,1982,0,1,1,1,1,0,127100,0.0,0.7867820609999999,0.0,100.0,0.0,3,1,100.0
Modoc,1982,0,0,2,2,2,0,9200,0.0,21.73913043,0.0,100.0,0.0,3,2,100.0
Sutter,1982,0,4,6,0,5,0,55300,16.66666667,10.84990958,0.0,0.0,100.0,3,3,83.33333333333334
Colusa,1982,0,0,1,0,1,1,13800,0.0,7.246376812,0.0,0.0,100.0,3,4,100.0
San Mateo,1982,1,19,40,7,23,9,594500,42.5,6.728343146,2.5,17.5,80.0,3,5,57.49999999999999
Monterey,1982,2,15,31,11,25,10,306600,19.35483871,10.11089367,6.451612902999999,35.48387097,58.06451613,3,6,80.64516129032258
Nevada,1982,0,3,4,1,2,1,58800,50.0,6.802721087999999,0.0,25.0,75.0,3,7,50.0
Mono,1982,0,0,0,0,0,0,9300,0.0,0.0,0.0,0.0,0.0,3,8,
San Joaquin,1982,1,38,76,11,58,23,374100,23.68421053,20.31542368,1.315789474,14.47368421,84.21052632,3,9,76.31578947368422
Riverside,1982,3,44,68,19,52,19,725600,23.52941176,9.371554576,4.4117647060000005,27.94117647,67.64705882,3,10,76.47058823529412
Sacramento,1982,2,47,86,16,64,23,832200,25.58139535,10.33405431,2.325581395,18.60465116,79.06976744,3,11,74.4186046511628
San Luis Obispo,1982,0,3,9,0,8,2,166200,11.11111111,5.415162455,0.0,0.0,100.0,3,12,88.8888888888889
Siskiyou,1982,1,7,7,4,6,2,41200,14.28571429,16.99029126,14.28571429,57.14285714,28.57142857,3,13,85.71428571428571
Plumas,1982,0,2,4,1,4,0,18200,0.0,21.97802198,0.0,25.0,75.0,3,14,100.0
San Benito,1982,0,2,3,1,3,1,26700,0.0,11.23595506,0.0,33.33333333,66.66666667,3,15,100.0
El Dorado,1982,0,4,9,2,5,0,92300,44.44444444,9.750812567999999,0.0,22.22222222,77.77777778,3,16,55.555555555555564
Butte,1982,1,6,10,1,5,2,152500,50.0,6.5573770489999985,10.0,10.0,80.0,3,17,50.0
Shasta,1982,0,4,5,2,5,1,121800,0.0,4.105090312,0.0,40.0,60.0,3,18,100.0
Stanislaus,1982,0,11,21,3,18,8,281100,14.28571429,7.470651013999999,0.0,14.28571429,85.71428571,3,19,85.71428571428571
Kings,1982,0,7,12,2,10,8,77800,16.66666667,15.42416452,0.0,16.66666667,83.33333333,3,20,83.33333333333334
