county,years,gang_killings,guns_involved,murders,passion_murder,solved,youth_murder,pop,unsolved_percentage,murder_per_100_thousand,percentage_gang_killings,percentage_passion,percentage_other,year_code,county_code,percentage_solved
Humboldt,2007,0,5,5,1,3,2,132657,40.0,3.769118855,0.0,20.0,80.0,28,55,60.0
Los Angeles,2007,267,706,904,85,438,397,9773894,51.54867257,9.249128341,29.53539823,9.402654867,61.0619469,28,56,48.45132743362832
Kern,2007,15,45,58,4,26,24,805798,55.17241379,7.1978337,25.86206897,6.896551724,67.24137931,28,57,44.82758620689656
Santa Clara,2007,15,21,46,6,33,18,1736327,28.26086957,2.649270558,32.60869565,13.04347826,54.34782609,28,58,71.73913043478261
Placer,2008,0,1,3,1,2,1,337914,33.33333333,0.887799854,0.0,33.33333333,66.66666667,29,1,66.66666666666666
Modoc,2008,0,0,0,0,0,0,9623,0.0,0.0,0.0,0.0,0.0,29,2,
Sutter,2008,0,3,4,0,2,4,93465,50.0,4.279676884,0.0,0.0,100.0,29,3,50.0
Colusa,2008,0,0,1,0,1,1,21172,0.0,4.7232193460000005,0.0,0.0,100.0,29,4,100.0
San Mateo,2008,1,13,18,1,8,7,711374,55.55555556,2.530314574,5.555555556,5.555555556,88.88888889,29,5,44.444444444444436
Monterey,2008,25,29,36,5,18,18,410877,50.0,8.761746216,69.44444444,13.88888889,16.66666667,29,6,50.0
Nevada,2008,0,1,1,0,1,0,98680,0.0,1.013376571,0.0,0.0,100.0,29,7,100.0
Mono,2008,0,0,0,0,0,0,14073,0.0,0.0,0.0,0.0,0.0,29,8,
San Joaquin,2008,5,27,35,6,22,14,675248,37.14285714,5.183280808999999,14.28571429,17.14285714,68.57142857,29,9,62.85714285714285
Riverside,2008,9,58,90,22,67,30,2122920,25.55555556,4.239443785,10.0,24.44444444,65.55555556,29,10,74.44444444444444
Sacramento,2008,9,64,97,25,72,26,1400939,25.77319588,6.923927452,9.278350515,25.77319588,64.94845361,29,11,74.22680412371135
San Luis Obispo,2008,0,0,4,3,4,0,266850,0.0,1.498969458,0.0,75.0,25.0,29,12,100.0
Siskiyou,2008,0,1,1,0,1,0,45041,0.0,2.220199374,0.0,0.0,100.0,29,13,100.0
Plumas,2008,0,0,3,2,3,2,20368,0.0,14.72898665,0.0,66.66666667,33.33333333,29,14,100.0
San Benito,2008,0,2,3,1,1,0,55043,66.66666667,5.450284322999999,0.0,33.33333333,66.66666667,29,15,33.33333333333333
El Dorado,2008,0,3,8,6,7,0,178599,12.5,4.479308395,0.0,75.0,25.0,29,16,87.5
Butte,2008,0,3,7,1,4,1,218485,42.85714286,3.203881273,0.0,14.28571429,85.71428571,29,17,57.14285714285714
Shasta,2008,0,1,4,1,4,0,176629,0.0,2.26463378,0.0,25.0,75.0,29,18,100.0
Stanislaus,2008,3,17,31,10,24,3,510396,22.58064516,6.073715311,9.677419355,32.25806452,58.06451613,29,19,77.4193548387097
Kings,2008,1,2,7,1,6,0,151834,14.28571429,4.610298089,14.28571429,14.28571429,71.42857143,29,20,85.71428571428571
Sonoma,2008,2,6,12,6,10,2,476650,16.66666667,2.517570544,16.66666667,50.0,33.33333333,29,21,83.33333333333334
Glenn,2008,1,1,1,0,1,1,28120,0.0,3.556187767,100.0,0.0,0.0,29,22,100.0
Sierra,2008,0,0,0,0,0,0,3284,0.0,0.0,0.0,0.0,0.0,29,23,
Lake,2008,0,1,5,1,3,2,64370,40.0,7.7675936,0.0,20.0,80.0,29,24,60.0
Lassen,2008,0,1,1,1,1,0,35120,0.0,2.84738041,0.0,100.0,0.0,29,25,100.0
Mariposa,2008,0,1,1,1,1,0,18385,0.0,5.439216752999999,0.0,100.0,0.0,29,26,100.0
Solano,2008,2,19,24,4,10,12,413167,58.33333333,5.808789182000001,8.333333332999999,16.66666667,75.0,29,27,41.66666666666667
Orange,2008,23,44,72,20,42,30,2982788,41.66666667,2.413849057,31.94444444,27.77777778,40.27777778,29,28,58.33333333333334
Imperial,2008,1,2,8,3,6,1,170104,25.0,4.70300522,12.5,37.5,50.0,29,29,75.0
Contra Costa,2008,8,62,76,10,37,25,1033292,51.31578947,7.355132915,10.52631579,13.15789474,76.31578947,29,30,48.68421052631579
Calaveras,2008,0,0,2,0,2,1,45702,0.0,4.376176097,0.0,0.0,100.0,29,31,100.0
Marin,2008,0,3,5,0,1,0,250288,80.0,1.997698651,0.0,0.0,100.0,29,32,20.0
Santa Cruz,2008,2,1,8,1,5,3,259873,37.5,3.07842677,25.0,12.5,62.5,29,33,62.5
Inyo,2008,0,0,0,0,0,0,18383,0.0,0.0,0.0,0.0,0.0,29,34,
Fresno,2008,14,43,65,15,36,21,913239,44.61538462,7.117523452,21.53846154,23.07692308,55.38461538,29,35,55.384615384615394
San Diego,2008,12,42,90,11,47,33,3051262,47.77777778,2.949599215,13.33333333,12.22222222,74.44444444,29,36,52.22222222222222
Madera,2008,1,6,10,2,7,4,149114,30.0,6.706278417999999,10.0,20.0,70.0,29,37,70.0
Trinity,2008,0,0,0,0,0,0,13730,0.0,0.0,0.0,0.0,0.0,29,38,
Mendocino,2008,0,2,7,3,7,1,87782,0.0,7.97429997,0.0,42.85714286,57.14285714,29,39,100.0
Napa,2008,0,0,1,0,1,1,134786,0.0,0.7419168159999999,0.0,0.0,100.0,29,40,100.0
Del Norte,2008,0,0,0,0,0,0,28571,0.0,0.0,0.0,0.0,0.0,29,41,
Tulare,2008,13,37,43,5,24,20,431471,44.18604651,9.965907326,30.23255814,11.62790698,58.13953488,29,42,55.8139534883721
Ventura,2008,7,18,31,2,19,11,812028,38.70967742,3.817602349,22.58064516,6.451612902999999,70.96774194,29,43,61.29032258064516
Alpine,2008,0,0,1,0,1,0,1208,0.0,82.78145695,0.0,0.0,100.0,29,44,100.0
Yolo,2008,0,2,4,0,2,1,197589,50.0,2.024404193,0.0,0.0,100.0,29,45,50.0
Alameda,2008,6,126,146,10,34,52,1491781,76.71232877,9.786959346,4.109589041,6.849315067999999,89.04109589,29,46,23.28767123287671
Yuba,2008,0,6,6,1,6,2,71422,0.0,8.400772871000001,0.0,16.66666667,83.33333333,29,47,100.0
Tuolumne,2008,0,0,1,0,1,1,56060,0.0,1.783803068,0.0,0.0,100.0,29,48,100.0
Tehama,2008,0,0,0,0,0,0,62720,0.0,0.0,0.0,0.0,0.0,29,49,
Merced,2008,5,14,21,6,10,7,251932,52.38095238,8.335582618,23.80952381,28.57142857,47.61904762,29,50,47.61904761904761
Santa Barbara,2008,5,7,14,2,12,4,419970,14.28571429,3.333571446,35.71428571,14.28571429,50.0,29,51,85.71428571428571
San Francisco,2008,5,79,99,6,37,37,798673,62.62626263,12.39556114,5.050505051,6.0606060610000005,88.88888889,29,52,37.373737373737384
San Bernardino,2008,17,78,119,26,78,46,2016526,34.45378151,5.90123807,14.28571429,21.8487395,63.86554622,29,53,65.54621848739495
Amador,2008,0,0,0,0,0,0,37864,0.0,0.0,0.0,0.0,0.0,29,54,
Humboldt,2008,0,2,3,3,3,0,133201,0.0,2.2522353440000003,0.0,100.0,0.0,29,55,100.0
Los Angeles,2008,281,603,806,88,369,320,9796812,54.21836228,8.227166143,34.86352357,10.91811414,54.21836228,29,56,45.78163771712159
Kern,2008,2,26,57,14,28,15,819891,50.87719298,6.952143639,3.50877193,24.56140351,71.92982456,29,57,49.122807017543856
Santa Clara,2008,13,31,50,2,35,19,1759534,30.0,2.841661485,26.0,4.0,70.0,29,58,70.0
Placer,2009,0,4,7,1,5,3,344088,28.57142857,2.034363302,0.0,14.28571429,85.71428571,30,1,71.42857142857143
Modoc,2009,0,0,0,0,0,0,9632,0.0,0.0,0.0,0.0,0.0,30,2,
Sutter,2009,0,1,2,1,2,0,94372,0.0,2.119272666,0.0,50.0,50.0,30,3,100.0
Colusa,2009,0,1,1,1,1,0,21270,0.0,4.701457452,0.0,100.0,0.0,30,4,100.0
San Mateo,2009,0,13,17,3,10,9,716264,41.17647059,2.373426558,0.0,17.64705882,82.35294118,30,5,58.82352941176471
Monterey,2009,34,43,53,1,20,28,413590,62.26415094,12.81462318,64.1509434,1.886792453,33.96226415,30,6,37.735849056603776
Nevada,2009,0,0,1,0,0,0,98432,100.0,1.015929779,0.0,0.0,100.0,30,7,0.0
Mono,2009,0,0,0,0,0,0,14075,0.0,0.0,0.0,0.0,0.0,30,8,
San Joaquin,2009,4,42,61,8,35,22,680421,42.62295082,8.965037822000001,6.5573770489999985,13.1147541,80.32786885,30,9,57.377049180327866
Riverside,2009,11,54,99,21,71,28,2158399,28.28282828,4.586733037,11.11111111,21.21212121,67.67676768,30,10,71.71717171717171
Sacramento,2009,9,50,77,14,61,33,1411403,20.77922078,5.455564428,11.68831169,18.18181818,70.12987013,30,11,79.22077922077922
San Luis Obispo,2009,0,3,5,0,4,4,268224,20.0,1.864113577,0.0,0.0,100.0,30,12,80.0
Siskiyou,2009,0,0,1,0,1,0,44950,0.0,2.224694105,0.0,0.0,100.0,30,13,100.0
Plumas,2009,0,1,1,0,1,1,20063,0.0,4.984299457,0.0,0.0,100.0,30,14,100.0
San Benito,2009,0,0,0,0,0,0,55093,0.0,0.0,0.0,0.0,0.0,30,15,
El Dorado,2009,0,2,3,1,3,1,179701,0.0,1.669439792,0.0,33.33333333,66.66666667,30,16,100.0
Butte,2009,0,7,11,3,9,1,219287,18.18181818,5.016257233999999,0.0,27.27272727,72.72727273,30,17,81.81818181818183
Shasta,2009,0,3,5,1,5,1,176881,0.0,2.826759234,0.0,20.0,80.0,30,18,100.0
Stanislaus,2009,17,36,48,9,29,16,512052,39.58333333,9.374047948,35.41666667,18.75,45.83333333,30,19,60.41666666666666
Kings,2009,1,4,5,2,4,4,151794,20.0,3.293937837,20.0,40.0,40.0,30,20,80.0
Sonoma,2009,2,5,9,3,8,2,480598,11.11111111,1.872666969,22.22222222,33.33333333,44.44444444,30,21,88.8888888888889
Glenn,2009,0,0,0,0,0,0,28056,0.0,0.0,0.0,0.0,0.0,30,22,
Sierra,2009,0,0,0,0,0,0,3243,0.0,0.0,0.0,0.0,0.0,30,23,
Lake,2009,0,2,4,1,3,0,64396,25.0,6.211565936,0.0,25.0,75.0,30,24,75.0
Lassen,2009,0,2,2,1,2,1,34773,0.0,5.7515888760000005,0.0,50.0,50.0,30,25,100.0
Mariposa,2009,0,0,0,0,0,0,18281,0.0,0.0,0.0,0.0,0.0,30,26,
Solano,2009,1,17,20,1,8,11,412488,60.0,4.848625899,5.0,5.0,90.0,30,27,40.0
Orange,2009,15,49,81,18,56,25,2998816,30.86419753,2.7010660210000004,18.51851852,22.22222222,59.25925926,30,28,69.1358024691358
Imperial,2009,0,2,3,1,2,1,173241,33.33333333,1.73169169,0.0,33.33333333,66.66666667,30,29,66.66666666666666
Contra Costa,2009,7,77,93,12,48,40,1043501,48.38709677,8.912305786000001,7.52688172,12.90322581,79.56989247,30,30,51.612903225806456
Calaveras,2009,0,1,1,0,1,0,45562,0.0,2.194811466,0.0,0.0,100.0,30,31,100.0
Marin,2009,0,2,4,2,2,1,251230,50.0,1.592166541,0.0,50.0,50.0,30,32,50.0
Santa Cruz,2009,5,4,10,0,8,6,261912,20.0,3.8180763,50.0,0.0,50.0,30,33,80.0
Inyo,2009,0,0,2,0,2,1,18448,0.0,10.84128361,0.0,0.0,100.0,30,34,100.0
Fresno,2009,26,57,78,12,47,25,923895,39.74358974,8.442517818999999,33.33333333,15.38461538,51.28205128,30,35,60.256410256410255
San Diego,2009,8,45,90,24,67,26,3077633,25.55555556,2.924325285,8.888888889,26.66666667,64.44444444,30,36,74.44444444444444
Madera,2009,1,3,3,2,2,2,150151,33.33333333,1.997988691,33.33333333,66.66666667,0.0,30,37,66.66666666666666
Trinity,2009,0,0,0,0,0,0,13771,0.0,0.0,0.0,0.0,0.0,30,38,
Mendocino,2009,0,4,5,1,4,1,87569,20.0,5.709783142,0.0,20.0,80.0,30,39,80.0
Napa,2009,0,1,1,0,1,0,135664,0.0,0.7371152259999999,0.0,0.0,100.0,30,40,100.0
Del Norte,2009,0,1,1,0,0,0,28559,100.0,3.5015231630000003,0.0,0.0,100.0,30,41,0.0
Tulare,2009,5,24,32,3,21,16,438408,34.375,7.299136877,15.625,9.375,75.0,30,42,65.625
Ventura,2009,6,16,31,9,20,11,818546,35.48387097,3.787203163,19.35483871,29.03225806,51.61290323,30,43,64.51612903225806
Alpine,2009,0,0,0,0,0,0,1180,0.0,0.0,0.0,0.0,0.0,30,44,
Yolo,2009,0,5,8,2,7,2,199697,12.5,4.006069195,0.0,25.0,75.0,30,45,87.5
Alameda,2009,7,116,141,15,45,54,1503827,68.08510638,9.376078498,4.964539007,10.63829787,84.39716312,30,46,31.914893617021278
Yuba,2009,0,1,3,1,3,1,71796,0.0,4.178505766000002,0.0,33.33333333,66.66666667,30,47,100.0
Tuolumne,2009,0,1,1,0,0,0,55258,100.0,1.809692714,0.0,0.0,100.0,30,48,0.0
Tehama,2009,0,2,3,2,2,0,63122,33.33333333,4.752701118,0.0,66.66666667,33.33333333,30,49,66.66666666666666
Merced,2009,7,12,26,7,14,8,254123,46.15384615,10.23126596,26.92307692,26.92307692,46.15384615,30,50,53.846153846153854
Santa Barbara,2009,4,5,11,3,10,5,422423,9.090909091,2.604024876,36.36363636,27.27272727,36.36363636,30,51,90.9090909090909
San Francisco,2009,3,24,47,4,27,14,801799,42.55319149,5.861818236,6.382978723,8.510638298,85.10638298,30,52,57.44680851063831
San Bernardino,2009,20,97,133,25,87,42,2022319,34.58646617,6.576608339,15.03759398,18.79699248,66.16541353,30,53,65.41353383458647
Amador,2009,0,1,1,1,1,0,37905,0.0,2.638174383,0.0,100.0,0.0,30,54,100.0
Humboldt,2009,0,5,9,3,8,2,133766,11.11111111,6.728167097999999,0.0,33.33333333,66.66666667,30,55,88.8888888888889
Los Angeles,2009,336,567,748,86,394,303,9805233,47.32620321,7.628579555,44.9197861,11.497326199999998,43.5828877,30,56,52.673796791443856
Kern,2009,20,62,87,15,57,39,831134,34.48275862,10.46762616,22.98850575,17.24137931,59.77011494,30,57,65.51724137931035
Santa Clara,2009,11,25,47,16,34,18,1774890,27.65957447,2.648051429,23.40425532,34.04255319,42.55319149,30,58,72.3404255319149
Placer,2010,0,2,2,0,1,0,350609,50.0,0.570436013,0.0,0.0,100.0,31,1,50.0
Modoc,2010,0,1,1,0,1,0,9676,0.0,10.33484911,0.0,0.0,100.0,31,2,100.0
Sutter,2010,1,2,5,1,4,0,94800,20.0,5.274261603,20.0,20.0,60.0,31,3,80.0
Colusa,2010,0,0,0,0,0,0,21452,0.0,0.0,0.0,0.0,0.0,31,4,
San Mateo,2010,3,16,21,2,6,9,719582,71.42857143,2.918360937,14.28571429,9.523809523999999,76.19047619,31,5,28.57142857142857
Monterey,2010,18,34,44,5,11,23,415825,75.0,10.58137438,40.90909091,11.36363636,47.72727273,31,6,25.0
Nevada,2010,0,2,2,1,2,0,98484,0.0,2.030786727,0.0,50.0,50.0,31,7,100.0
Mono,2010,0,0,0,0,0,0,14114,0.0,0.0,0.0,0.0,0.0,31,8,
San Joaquin,2010,14,49,66,7,38,30,686761,42.42424242,9.610330231,21.21212121,10.60606061,68.18181818,31,9,57.57575757575758
Riverside,2010,13,71,98,15,63,30,2191800,35.71428571,4.471210877,13.26530612,15.30612245,71.42857143,31,10,64.28571428571429
Sacramento,2010,13,57,84,23,62,30,1420447,26.19047619,5.913631412999999,15.47619048,27.38095238,57.14285714,31,11,73.80952380952381
San Luis Obispo,2010,1,5,6,2,6,2,269753,0.0,2.224257005,16.66666667,33.33333333,50.0,31,12,100.0
Siskiyou,2010,0,0,1,1,1,1,44951,0.0,2.224644613,0.0,100.0,0.0,31,13,100.0
Plumas,2010,0,0,0,0,0,0,19993,0.0,0.0,0.0,0.0,0.0,31,14,
San Benito,2010,0,1,1,1,1,0,55350,0.0,1.806684734,0.0,100.0,0.0,31,15,100.0
El Dorado,2010,0,4,5,2,5,0,181183,0.0,2.759640805,0.0,40.0,60.0,31,16,100.0
Butte,2010,0,3,7,3,6,1,220024,14.28571429,3.181471112,0.0,42.85714286,57.14285714,31,17,85.71428571428571
Shasta,2010,0,1,4,2,4,2,177480,0.0,2.253775073,0.0,50.0,50.0,31,18,100.0
Stanislaus,2010,4,23,32,2,22,7,515311,31.25,6.209842212000001,12.5,6.25,81.25,31,19,68.75
Kings,2010,1,2,3,1,2,1,153020,33.33333333,1.960528036,33.33333333,33.33333333,33.33333333,31,20,66.66666666666666
Sonoma,2010,1,2,6,4,6,0,484258,0.0,1.239008958,16.66666667,66.66666667,16.66666667,31,21,100.0
Glenn,2010,0,1,1,0,0,0,28188,100.0,3.547608912,0.0,0.0,100.0,31,22,0.0
Sierra,2010,0,0,0,0,0,0,3231,0.0,0.0,0.0,0.0,0.0,31,23,
Lake,2010,0,4,4,2,2,0,64466,50.0,6.2048211460000005,0.0,50.0,50.0,31,24,50.0
Lassen,2010,0,0,1,0,0,0,34730,100.0,2.879355024,0.0,0.0,100.0,31,25,0.0
Mariposa,2010,0,0,0,0,0,0,18119,0.0,0.0,0.0,0.0,0.0,31,26,
Solano,2010,0,24,38,14,26,9,413220,31.57894737,9.19606989,0.0,36.84210526,63.15789474,31,27,68.42105263157895
Orange,2010,11,47,73,23,55,22,3017089,24.65753425,2.419550766,15.06849315,31.50684932,53.42465753,31,28,75.34246575342465
Imperial,2010,0,3,3,1,3,1,175594,0.0,1.7084866230000002,0.0,33.33333333,66.66666667,31,29,100.0
Contra Costa,2010,0,51,73,13,42,27,1052192,42.46575342,6.937897266,0.0,17.80821918,82.19178082,31,30,57.534246575342465
Calaveras,2010,0,0,1,0,0,0,45258,100.0,2.209554112,0.0,0.0,100.0,31,31,0.0
Marin,2010,0,2,4,1,3,2,252767,25.0,1.582485055,0.0,25.0,75.0,31,32,75.0
Santa Cruz,2010,1,10,14,4,11,6,263174,21.42857143,5.319674436000001,7.142857143,28.57142857,64.28571429,31,33,78.57142857142857
Inyo,2010,0,0,0,0,0,0,18627,0.0,0.0,0.0,0.0,0.0,31,34,
Fresno,2010,25,48,67,13,36,27,933075,46.26865672,7.180558905,37.31343284,19.40298507,43.28358209,31,35,53.7313432835821
San Diego,2010,4,32,75,15,51,26,3104581,32.0,2.415784932,5.333333333,20.0,74.66666667,31,36,68.0
Madera,2010,3,5,10,0,5,4,151160,50.0,6.615506748,30.0,0.0,70.0,31,37,50.0
Trinity,2010,0,0,1,0,1,0,13883,0.0,7.203054095,0.0,0.0,100.0,31,38,100.0
Mendocino,2010,0,3,5,1,5,2,87939,0.0,5.685759447000001,0.0,20.0,80.0,31,39,100.0
Napa,2010,0,1,2,0,2,0,136681,0.0,1.46326117,0.0,0.0,100.0,31,40,100.0
Del Norte,2010,0,1,3,2,3,1,28577,0.0,10.4979529,0.0,66.66666667,33.33333333,31,41,100.0
Tulare,2010,9,33,40,10,26,20,443638,35.0,9.016360186,22.5,25.0,52.5,31,42,65.0
Ventura,2010,4,10,20,3,15,9,825378,25.0,2.423132189,20.0,15.0,65.0,31,43,75.0
Alpine,2010,0,0,0,0,0,0,1147,0.0,0.0,0.0,0.0,0.0,31,44,
Yolo,2010,0,0,3,0,2,1,200995,33.33333333,1.4925744419999998,0.0,0.0,100.0,31,45,66.66666666666666
Alameda,2010,6,109,137,12,54,55,1513493,60.58394161,9.0519084,4.379562044,8.759124088,86.86131387,31,46,39.416058394160586
Yuba,2010,0,1,2,1,2,0,72336,0.0,2.764875028,0.0,50.0,50.0,31,47,100.0
Tuolumne,2010,0,0,1,1,1,0,54961,0.0,1.819471989,0.0,100.0,0.0,31,48,100.0
Tehama,2010,0,0,1,0,0,0,63635,100.0,1.5714622459999998,0.0,0.0,100.0,31,49,0.0
Merced,2010,6,17,27,7,21,9,256386,22.22222222,10.53099623,22.22222222,25.92592593,51.85185185,31,50,77.7777777777778
Santa Barbara,2010,1,4,11,1,6,1,424291,45.45454545,2.592560295,9.090909091,9.090909091,81.81818182,31,51,54.54545454545454
San Francisco,2010,14,31,48,3,21,14,807177,56.25,5.946651106,29.16666667,6.25,64.58333333,31,52,43.75
San Bernardino,2010,17,71,118,29,89,34,2038771,24.57627119,5.787800592000001,14.40677966,24.57627119,61.01694915,31,53,75.42372881355931
Amador,2010,0,1,1,1,1,0,37907,0.0,2.638035191,0.0,100.0,0.0,31,54,100.0
Humboldt,2010,0,4,7,3,6,0,134575,14.28571429,5.201560468,0.0,42.85714286,57.14285714,31,55,85.71428571428571
Los Angeles,2010,272,520,659,86,325,248,9827070,50.68285281,6.705966275,41.27465857,13.05007587,45.67526555,31,56,49.31714719271625
Kern,2010,19,46,83,13,47,23,841744,43.37349398,9.860480146,22.89156627,15.6626506,61.44578313,31,57,56.62650602409639
Santa Clara,2010,6,15,27,6,19,7,1787553,29.62962963,1.510444725,22.22222222,22.22222222,55.55555556,31,58,70.37037037037038
Placer,2011,0,5,7,3,6,0,355260,14.28571429,1.970387885,0.0,42.85714286,57.14285714,32,1,85.71428571428571
Modoc,2011,0,0,0,0,0,0,9686,0.0,0.0,0.0,0.0,0.0,32,2,
Sutter,2011,0,4,4,0,4,1,95458,0.0,4.190324541,0.0,0.0,100.0,32,3,100.0
Colusa,2011,0,0,1,0,0,0,21626,100.0,4.624063627,0.0,0.0,100.0,32,4,0.0
San Mateo,2011,2,11,17,3,6,9,729429,64.70588235,2.330590092,11.76470588,17.64705882,70.58823529,32,5,35.29411764705883
Monterey,2011,14,23,35,3,9,16,419490,74.28571429,8.343464682999999,40.0,8.571428571,51.42857143,32,6,25.71428571428571
Nevada,2011,0,0,2,0,2,1,98390,0.0,2.032726903,0.0,0.0,100.0,32,7,100.0
Mono,2011,0,0,0,0,0,0,14261,0.0,0.0,0.0,0.0,0.0,32,8,
San Joaquin,2011,8,73,91,13,45,35,694410,50.54945055,13.10464999,8.791208791,14.28571429,76.92307692,32,9,49.45054945054945
Riverside,2011,9,60,94,22,64,24,2227674,31.91489362,4.2196479380000005,9.574468085,23.40425532,67.02127660000001,32,10,68.08510638297872
Sacramento,2011,11,55,84,15,58,26,1433805,30.95238095,5.8585372489999985,13.0952381,17.85714286,69.04761905,32,11,69.04761904761905
San Luis Obispo,2011,1,2,5,0,3,1,270324,40.0,1.849632293,20.0,0.0,80.0,32,12,60.0
Siskiyou,2011,0,0,2,0,0,0,44792,100.0,4.465083051000001,0.0,0.0,100.0,32,13,0.0
Plumas,2011,0,1,1,0,1,1,19927,0.0,5.018316857,0.0,0.0,100.0,32,14,100.0
San Benito,2011,2,2,6,1,2,2,55894,66.66666667,10.73460479,33.33333333,16.66666667,50.0,32,15,33.33333333333333
El Dorado,2011,0,2,4,3,4,0,180917,0.0,2.210958616,0.0,75.0,25.0,32,16,100.0
Butte,2011,1,8,9,2,9,2,220563,0.0,4.080466805,11.11111111,22.22222222,66.66666667,32,17,100.0
Shasta,2011,0,3,8,2,8,0,177364,0.0,4.510498185,0.0,25.0,75.0,32,18,100.0
Stanislaus,2011,5,21,34,8,27,12,518957,20.58823529,6.551602541,14.70588235,23.52941176,61.76470588,32,19,79.41176470588233
Kings,2011,2,6,8,2,8,3,151430,0.0,5.282969029,25.0,25.0,50.0,32,20,100.0
Sonoma,2011,1,8,11,1,10,4,486713,9.090909091,2.260058803,9.090909091,9.090909091,81.81818182,32,21,90.9090909090909
Glenn,2011,0,2,2,0,0,2,28374,100.0,7.0487065620000005,0.0,0.0,100.0,32,22,0.0
Sierra,2011,0,0,0,0,0,0,3216,0.0,0.0,0.0,0.0,0.0,32,23,
Lake,2011,0,3,3,1,3,0,64807,0.0,4.629129569,0.0,33.33333333,66.66666667,32,24,100.0
Lassen,2011,0,1,1,1,1,0,34512,0.0,2.897542884,0.0,100.0,0.0,32,25,100.0
Mariposa,2011,0,0,0,0,0,0,18237,0.0,0.0,0.0,0.0,0.0,32,26,
Solano,2011,0,26,31,6,19,12,414659,38.70967742,7.476022467000001,0.0,19.35483871,80.64516129,32,27,61.29032258064516
Orange,2011,15,46,81,24,66,25,3048756,18.51851852,2.65682134,18.51851852,29.62962963,51.85185185,32,28,81.48148148148148
Imperial,2011,1,1,3,1,3,2,177792,0.0,1.687365011,33.33333333,33.33333333,33.33333333,32,29,100.0
Contra Costa,2011,3,56,70,13,33,31,1063888,52.85714286,6.579639962000001,4.285714286,18.57142857,77.14285714,32,30,47.14285714285714
Calaveras,2011,0,0,1,0,1,0,45414,0.0,2.201964152,0.0,0.0,100.0,32,31,100.0
Marin,2011,1,0,2,0,2,1,254453,0.0,0.785999772,50.0,0.0,50.0,32,32,100.0
Santa Cruz,2011,4,8,11,3,6,6,265305,45.45454545,4.146171388,36.36363636,27.27272727,36.36363636,32,33,54.54545454545454
Inyo,2011,0,0,1,1,1,0,18536,0.0,5.394907207999999,0.0,100.0,0.0,32,34,100.0
Fresno,2011,19,34,55,11,37,19,941904,32.72727273,5.83923627,34.54545455,20.0,45.45454545,32,35,67.27272727272727
San Diego,2011,5,43,88,31,70,25,3135522,20.45454545,2.8065502330000003,5.681818182000001,35.22727273,59.09090909,32,36,79.54545454545455
Madera,2011,1,3,5,3,3,0,151489,40.0,3.300569678,20.0,60.0,20.0,32,37,60.0
Trinity,2011,0,0,3,1,3,0,13733,0.0,21.84519042,0.0,33.33333333,66.66666667,32,38,100.0
Mendocino,2011,0,5,7,1,7,1,87226,0.0,8.025130122,0.0,14.28571429,85.71428571,32,39,100.0
Napa,2011,0,3,3,0,1,0,137234,66.66666667,2.186047189,0.0,0.0,100.0,32,40,33.33333333333333
Del Norte,2011,0,1,2,0,2,1,28214,0.0,7.0886793789999984,0.0,0.0,100.0,32,41,100.0
Tulare,2011,9,28,39,3,21,15,447350,46.15384615,8.718006036,23.07692308,7.692307692000001,69.23076923,32,42,53.846153846153854
Ventura,2011,2,9,16,4,13,5,831606,18.75,1.923988042,12.5,25.0,62.5,32,43,81.25
Alpine,2011,0,0,0,0,0,0,1170,0.0,0.0,0.0,0.0,0.0,32,44,
Yolo,2011,0,2,5,3,4,2,203048,20.0,2.4624719280000003,0.0,60.0,40.0,32,45,80.0
Alameda,2011,6,123,139,9,36,51,1532186,74.10071942,9.072005618,4.316546763,6.474820144,89.20863309,32,46,25.89928057553957
Yuba,2011,0,2,4,2,3,1,73015,25.0,5.4783263710000005,0.0,50.0,50.0,32,47,75.0
Tuolumne,2011,0,1,1,0,1,0,55190,0.0,1.81192245,0.0,0.0,100.0,32,48,100.0
Tehama,2011,0,1,2,1,2,0,63621,0.0,3.143616102,0.0,50.0,50.0,32,49,100.0
Merced,2011,4,9,14,4,7,4,260108,50.0,5.382379627000001,28.57142857,28.57142857,42.85714286,32,50,50.0
Santa Barbara,2011,4,7,10,1,8,3,425354,20.0,2.350982946,40.0,10.0,50.0,32,51,80.0
San Francisco,2011,4,34,50,7,34,21,820194,32.0,6.096118722999999,8.0,14.0,78.0,32,52,68.0
San Bernardino,2011,8,77,111,26,79,39,2064762,28.82882883,5.375922261,7.207207207000001,23.42342342,69.36936937,32,53,71.17117117117117
Amador,2011,0,2,3,0,3,0,37894,0.0,7.916820605,0.0,0.0,100.0,32,54,100.0
Humboldt,2011,0,2,3,0,2,0,135349,33.33333333,2.216492179,0.0,0.0,100.0,32,55,66.66666666666666
Los Angeles,2011,219,465,628,71,325,205,9901530,48.24840764,6.3424541460000015,34.87261146,11.30573248,53.82165605,32,56,51.7515923566879
Kern,2011,10,31,54,7,35,12,849497,35.18518519,6.356702849,18.51851852,12.96296296,68.51851852,32,57,64.81481481481481
Santa Clara,2011,19,37,60,19,50,19,1813986,16.66666667,3.307633025,31.66666667,31.66666667,36.66666667,32,58,83.33333333333334
Placer,2012,0,2,3,1,3,0,359578,0.0,0.8343113320000001,0.0,33.33333333,66.66666667,33,1,100.0
